playerID,coachID,hofID,firstName,lastName,nameNote,nameGiven,nameNick,height,weight,shootCatch,legendsID,ihdbID,hrefID,firstNHL,lastNHL,firstWHA,lastWHA,pos,birthYear,birthMon,birthDay,birthCountry,birthState,birthCity,deathYear,deathMon,deathDay,deathCountry,deathState,deathCity,goals
urbanvl01,,,Vladimir,Urban,,,,,,,,,urbanvl01,,,1978,1978,,,,,,,,,,,,,,180
urbomal01,,,Alexander,Urbom,,,,77,215,,,,urbomal01,2010,2011,,,D,1990,12,20,Sweden,,Stockholm,,,,,,,72
ustorst01,,,Stefan,Ustorf,,Stefan,,72,195,L,11678,5521,ustorst01,1995,1996,,,F,1974,1,3,Germany,,Kaufbeuren,,,,,,,47
vaanaos01,,,Ossi,Vaananen,,,,76,215,L,16596,36984,vaanaos01,2000,2008,,,D,1980,8,18,Finland,,Vantaa,,,,,,,122
vachoni01,,,Nick,Vachon,,Nick,,70,185,L,10426,5522,vachoni01,1996,1996,,,C,1972,7,20,Canada,QC,Montreal,,,,,,,83
vachoro01,vachoro01c,,Rogie,Vachon,,Rogatien Rosaire,,67,170,L,18724,5523,vachoro01,1966,1981,,,G,1945,9,8,Canada,QC,Palmarolle,,,,,,,23
vadnaca01,,,Carol,Vadnais,,Carol Marcel,Vad,73,185,L,14594,5525,vadnaca01,1966,1982,,,D,1945,9,25,Canada,QC,Montreal,,,,,,,57
vaiclu01,,,Lubomir,Vaic,,Lubomir,,69,178,L,10641,28408,vaiclu01,1997,1999,,,C,1977,3,6,Slovakia,,Spisska Nova Ves,,,,,,,104
vailer01,,,Eric,Vail,,Eric Douglas,Big Train,73,220,L,14595,5526,vailer01,1973,1981,,,L,1953,9,16,Canada,ON,Timmins,,,,,,,242
vailsp01,,,Sparky,Vail,,Melville Arthur,,72,185,R,14596,17098,vailsp01,1928,1929,,,D,1906,7,5,Canada,ON,Meaford,1983,1,29,Canada,ON,Toronto,66
vairst01,,,Steve,Vair,,Steven,,,,,,,,,,,,,,,,,,,,,,,,,25
vaiveri01,,,Rick,Vaive,,Richard Claude,Squid,73,198,R,11681,5528,vaiveri01,1979,1991,1978,1978,R,1959,5,14,Canada,ON,Ottawa,,,,,,,111
valabbo01,,,Boris,Valabik,,,,79,240,L,21268,76915,valabbo01,2007,2009,,,D,1986,2,14,Slovakia,,Nitra,,,,,,,211
valench01,,,Chris,Valentine,,Christopher William,,72,190,R,14597,5530,valench01,1981,1983,,,C,1961,12,6,Canada,ON,Belleville,,,,,,,147
valicro01,,,Rob,Valicevic,,Robert,,73,198,R,14141,5531,valicro01,1998,2003,,,R,1971,1,6,USA,MI,Detroit,,,,,,,50
valiqja01,,,Jack,Valiquette,,John Joseph,,74,195,L,14598,5533,valiqja01,1974,1980,,,C,1954,3,18,Canada,ON,St. Thomas,,,,,,,26
valiqst01,,,Stephen,Valiquette,,Stephen,,78,220,L,18781,24150,valiqst01,1999,2009,,,G,1977,8,20,Canada,ON,Etobicoke,,,,,,,169
valkga01,,,Garry,Valk,,Garry P.,,73,200,L,11685,5534,valkga01,1990,2002,,,L,1967,11,27,Canada,AB,Edmonton,,,,,,,170
vallili01,,,Lindsay,Vallis,,Lindsay,,75,207,R,11686,5535,vallili01,1993,1993,,,R,1971,1,12,Canada,MB,Winnipeg,,,,,,,90
vanalsh01,,,Shaun,Van Allen,,Shaun Kelly,,73,205,L,11687,5886,vanalsh01,1990,2003,,,C,1967,8,29,Canada,AB,Calgary,,,,,,,198
vanbijo01,,,John,Vanbiesbrouck,,John,Beezer,68,176,L,18399,5541,vanbijo01,1981,2001,,,G,1963,9,4,USA,MI,Detroit,,,,,,,92
vanbojo01,,,John,Van Boxmeer,,John Martin,Boxy,72,190,R,14599,6776,vanbojo01,1973,1983,,,D,1952,11,20,Canada,ON,Petrolia,,,,,,,205
vandech01,,,Chris,Vande Velde,,,,74,190,,,,vandech01,2010,2011,,,C,1987,3,15,,,,,,,,,,65
vandeda01,,,David,Van der Gulik,,,,71,188,L,20745,74712,vandeda01,2008,2011,,,R,1983,4,20,Canada,BC,Abbotsford,,,,,,,15
vandeji01,,,Jim,Vandermeer,,,,73,211,L,20273,31072,vandeji01,2002,2011,,,D,1980,2,21,Canada,AB,Red Deer,,,,,,,35
vandepe01,,,Pete,Vandermeer,,Peter,,72,210,L,20482,24652,vandepe01,2007,2007,,,L,1975,10,14,Canada,AB,Red Deer,,,,,,,235
vandery01,,,Ryan,VandenBussche,,Ryan,,72,200,R,11436,5542,vandery01,1996,2005,,,R,1973,2,28,Canada,ON,Simcoe,,,,,,,207
vandowa01,,,Wayne,Van Dorp,,Wayne,Swoop,76,225,L,11688,5898,vandowa01,1986,1991,,,L,1961,5,19,Canada,BC,Vancouver,,,,,,,46
vandrda01,,,David,Van Drunen,,David,,72,204,R,10786,28782,vandrda01,1999,1999,,,D,1976,1,31,Canada,AB,Sherwood Park,,,,,,,167
vanekth01,,,Thomas,Vanek,,,,74,208,R,20521,65958,vanekth01,2005,2011,,,L,1984,1,19,Austria,,Vienna,,,,,,,132
,,vanhean01h,Andy,Van Hellemond,,,,,,,O199901,,,,,,,,1948,2,16,Canada,MB,Winnipeg,,,,,,,130
vanhojo01,,,John,Van Horlick,,John Frederick,,72,190,L,,8336,vanhojo01,,,1975,1975,D,1949,2,19,Canada,BC,Vancouver,,,,,,,47
vanimda01,,,Darren,Van Impe,,Darren Cyril,Gimp,73,205,L,11477,5536,vanimda01,1994,2002,,,D,1973,5,18,Canada,SK,Saskatoon,,,,,,,60
vanimed01,,,Ed,Van Impe,,Edward Charles,,70,205,L,14600,5537,vanimed01,1966,1976,,,D,1940,5,27,Canada,SK,Saskatoon,,,,,,,132
vanrija01,,,James,Van Riemsdyk,,,,75,200,L,,105417,vanrija01,2009,2011,,,L,1989,5,4,USA,NJ,Middletown,,,,,,,205
vanrymi01,,,Mike,Van Ryn,,,,73,198,R,16926,23718,vanrymi01,2000,2008,,,D,1979,5,14,Canada,ON,London,,,,,,,185
varadva01,,,Vaclav,Varada,,Vaclav,,72,208,L,15145,14079,varadva01,1995,2005,,,R,1976,4,26,Czech Republic,,Vsetin,,,,,,,29
varispe01,,,Petri,Varis,,Petri J.,,73,200,L,14863,19180,varispe01,1997,1997,,,L,1969,5,13,Finland,,Varkaus,,,,,,,38
varlase01,,,Sergei,Varlamov,,Sergei,,71,203,L,16402,26837,varlase01,1997,2002,,,L,1978,7,21,Ukraine,,Kiev,,,,,,,74
varlasi01,,,Semyon,Varlamov,,,,73,183,L,21946,89271,varlasi01,2008,2011,,,G,1988,4,27,Russia,,Samara,,,,,,,156
varvija01,,,Jarkko,Varvio,,Jarkko,,69,175,R,11691,5548,varvija01,1993,1994,,,R,1972,4,28,Finland,,Tampere,,,,,,,198
vasicjo01,,,Josef,Vasicek,,,,77,214,L,16530,37000,vasicjo01,2000,2007,,,C,1980,9,12,Slovakia,,Havlickuv Brod,2011,9,7,Russia,,Yaroslavl,96
vasilal01,,,Alexander,Vasilevski,,Alexander,,71,190,L,15116,17656,vasilal01,1995,1996,,,R,1975,1,8,Ukraine,,Kiev,,,,,,,5
vasilal02,,,Alexei,Vasiliev,,,,73,192,L,11391,19336,vasilal02,1999,1999,,,D,1977,9,1,Russia,,Yaroslavl,,,,,,,153
vasilan01,,,Andrei,Vasilyev,,Andrei,,69,180,R,14832,10767,vasilan01,1994,1998,,,L,1972,3,30,Russia,,Voskresensk,,,,,,,22
vasilhe01,,,Herbert,Vasiljevs,,Herbert,,71,180,R,10796,23057,vasilhe01,1998,2001,,,C,1976,5,27,Latvia,,Riga,,,,,,,138
vasilmi01,,,Mikhail,Vasilnok,,,,,,,,,vasilmi01,,,1977,1977,G,,,,,,,,,,,,,67
vaskede01,,,Dennis,Vaske,,Dennis James,,74,210,L,11693,5550,vaskede01,1990,1998,,,D,1967,10,11,USA,IL,Rockford,,,,,,,108
vaskomo01,,,Moose,Vasko,,Elmer,,74,200,L,14601,5551,vaskomo01,1956,1969,,,D,1935,12,11,Canada,QC,Duparquet,1998,10,30,,,,51
vaskori01,,,Rick,Vasko,,Richard John,The Moose,72,185,L,14602,7317,vaskori01,1977,1980,,,D,1957,1,12,Canada,ON,St. Catharines,,,,,,,251
vasyual01,,,Alexander,Vasyunov,,,,73,210,,,,vasyual01,2010,2010,,,L,1988,4,22,Russia,,Yaroslavl,2011,9,7,Russia,,Yaroslavl,130
vauclju01,,,Julien,Vauclair,,,,72,205,L,16614,36991,vauclju01,2003,2003,,,D,1979,10,2,Switzerland,,Delemont,,,,,,,176
vautoyv01,,,Yvon,Vautour,,Yvon Jean,,72,200,R,14603,5554,vautoyv01,1979,1984,,,R,1956,9,10,Canada,NB,Saint John,,,,,,,29
vaydigr01,,,Greg,Vaydik,,Gregory,,73,190,L,14604,7376,vaydigr01,1976,1976,,,C,1955,10,9,Canada,NT,Yellowknife,,,,,,,192
veillst01,,,Stephane,Veilleux,,,,73,193,L,20283,43803,veillst01,2002,2011,,,L,1981,11,16,Canada,QC,St. Beauceville,,,,,,,20
veisomi01,,,Mike,Veisor,,Michael David,Werm,69,160,L,18725,5557,veisomi01,1973,1983,,,G,1952,8,25,Canada,ON,Toronto,,,,,,,103
veitcda01,,,Darren,Veitch,,Darren William,,71,195,R,14605,5558,veitcda01,1980,1990,,,D,1960,4,24,Canada,SK,Saskatoon,,,,,,,33
velisra01,,,Randy,Velischek,,Randolph John,,72,200,L,11695,5559,velisra01,1982,1991,,,D,1962,2,10,Canada,QC,Montreal,,,,,,,180
vellumi01,,,Mike,Vellucci,,Michael,,73,180,L,10244,5560,vellumi01,1987,1987,,,D,1966,8,11,USA,MI,Farmington,,,,,,,9
venasvi01,,,Vic,Venasky,,Victor William,,71,185,R,14606,5561,venasvi01,1972,1978,,,C,1951,6,3,Canada,ON,Thunder Bay,,,,,,,68
venerga01,,,Gary,Veneruzzo,,Gary Raymond,,68,165,L,14607,5562,venerga01,1967,1971,1972,1976,L,1943,6,28,Canada,ON,Fort William,,,,,,,61
verbepa01,,,Pat,Verbeek,,Patrick,Little Ball of Hate,69,192,R,11696,5565,verbepa01,1982,2001,,,R,1964,5,24,Canada,ON,Sarnia,,,,,,,38
vermean01,,,Antoine,Vermette,,,,72,199,L,19610,43897,vermean01,2003,2011,,,C,1982,7,20,Canada,QC,St-Agapit,,,,,,,154
vermema01,,,Mark,Vermette,,Mark A.,,73,203,R,11697,5566,vermema01,1988,1991,,,R,1967,10,3,Canada,ON,Cochenour,,,,,,,252
vernakr01,,,Kris,Vernarsky,,Kristopher Todd,,75,201,L,19606,42446,vernakr01,2002,2003,,,C,1982,4,5,USA,MI,Detroit,,,,,,,184
vernami01,,,Michael,Vernace,,,,74,200,L,21459,76917,vernami01,2008,2010,,,D,1986,5,26,Canada,ON,Toronto,,,,,,,146
vernomi01,,,Mike,Vernon,,Michael,,69,180,L,18402,5568,vernomi01,1982,2001,,,G,1963,2,24,Canada,AB,Calgary,,,,,,,159
verotda01,,,Darcy,Verot,,,,72,199,L,20094,30203,verotda01,2003,2003,,,C,1976,7,13,Canada,SK,Radville,,,,,,,25
verrecl01,,,Claude,Verret,,Claude,,69,165,L,14608,9222,verrecl01,1983,1984,,,C,1963,4,20,Canada,QC,Lachine,,,,,,,57
verstkr01,,,Kris,Versteeg,,Kristopher Royce,,70,179,R,21392,69003,verstkr01,2007,2011,,,R,1986,5,13,Canada,AB,Lethbridge,,,,,,,101
verstle01,,,Leigh,Verstraete,,Leigh,,71,185,R,14609,8815,verstle01,1982,1987,,,R,1962,1,6,Canada,AB,Pincher Creek,,,,,,,198
vervede01,,,Dennis,Ververgaert,,Dennis Andrew,,72,185,R,14610,5570,vervede01,1973,1980,,,R,1953,3,30,Canada,ON,Hamilton,,,,,,,207
vescery01,,,Ryan,Vesce,,,,68,175,R,22147,54843,vescery01,2008,2009,,,R,1982,4,7,USA,NY,Lloyd Harbor,,,,,,,135
veseyji01,,,Jim,Vesey,,James Edward,,73,202,R,11698,5571,veseyji01,1988,1991,,,C,1965,10,29,USA,MA,Charlestown,,,,,,,158
veysesi01,,,Sid,Veysey,,Sidney G.,,71,175,L,14611,6471,veysesi01,1977,1977,,,C,1955,7,30,Canada,NB,Woodstock,,,,,,,13
vezinge01,,vezinge01h,Georges,Vezina,,Georges,The Chicoutimi Cucumber,66,185,L,P194512,5573,vezinge01,1917,1925,,,G,1887,1,21,Canada,QC,Chicoutimi,1926,3,27,Canada,QC,Chicoutimi,223
vialde01,,,Dennis,Vial,,Dennis,Dancin Bear,73,220,L,11699,742,vialde01,1990,1997,,,D,1969,4,10,Canada,ON,Sault Ste. Marie,,,,,,,168
viaupi01,,,Pierre,Viau,,Pierre,,74,185,L,,11711,viaupi01,,,1972,1972,D,1952,1,29,Canada,QC,Montreal,,,,,,,78
vickest01,,,Steve,Vickers,,Stephen James,Sarge,72,180,L,14612,5575,vickest01,1972,1981,,,L,1951,4,21,Canada,ON,Toronto,,,,,,,144
vienma01,,,Mario,Vien,,Mario,,67,150,R,,11990,vienma01,,,1975,1975,G,1955,8,7,Canada,ON,Cornwall,,,,,,,18
vigiejp01,,,J.P.,Vigier,,,,72,200,R,19462,30781,vigiejp01,2000,2006,,,R,1976,9,11,Canada,MB,Notre Dame de Lourde,,,,,,,10
vigneal01,vigneal01c,,Alain,Vigneault,,Alain,,71,195,R,14613,7532,vigneal01,1981,1982,,,D,1961,5,14,Canada,QC,Quebec City,,,,,,,114
viitave01,,,Vesa,Viitakoski,,Vesa I.,,75,215,L,11704,5577,viitave01,1993,1995,,,L,1971,2,13,Finland,,Lappeenranta,,,,,,,2
vilgrcl01,,,Claude,Vilgrain,,Claude,,73,205,R,11700,5578,vilgrcl01,1987,1993,,,R,1963,3,1,Haiti,,Port-Au-Prince,,,,,,,102
villais01,,,Ismo,Villa,,,,,,,,61193,villais01,,,1978,1978,,,,,,,,,,,,,,49
villegi01,,,Gilles,Villemure,,Gilles,,68,185,R,18727,5579,villegi01,1963,1976,,,G,1940,5,30,Canada,QC,Trois-Rivieres,,,,,,,218
vinceda01,,,Dan,Vincelette,,Daniel,,74,202,L,11701,5582,vinceda01,1986,1991,,,L,1967,8,1,Canada,QC,Verdun,,,,,,,114
vincoto01,,,Tomas,Vincour,,,,74,199,,,,vincoto01,2010,2011,,,C,1990,11,19,Czech Republic,,Brno,,,,,,,8
viponpe01,,,Pete,Vipond,,Peter John,,70,175,L,14614,11864,viponpe01,1972,1972,,,L,1949,12,8,Canada,ON,Oshawa,,,,,,,100
virtaha01,,,Hannu,Virta,,Hannu,,71,183,L,11702,5587,virtaha01,1981,1985,,,D,1963,3,22,Finland,,Turku,,,,,,,241
virtajo01,,,Jorma,Virtanen,,,,,,,,52233,virtajo01,,,1978,1978,G,,,,,,,,,,,,,55
virtato01,,,Tony,Virta,,,,70,196,L,20321,30687,virtato01,2001,2001,,,R,1972,6,28,Finland,,Hameenlinna,,,,,,,107
virtute01,,,Terry,Virtue,,Terry William,,72,198,L,15168,5588,virtute01,1998,1999,,,D,1970,8,12,Canada,ON,Scarborough,,,,,,,91
vishema01,,,Mark,Visheau,,Mark Andrew,,78,222,R,11703,5589,vishema01,1993,1998,,,D,1973,6,27,Canada,ON,Burlington,,,,,,,108
vishniv01,,,Ivan,Vishnevskiy,,,,71,176,L,21950,89564,vishniv01,2008,2009,,,D,1988,2,18,Russia,,Barnaul,,,,,,,228
vishnvi01,,,Vitaly,Vishnevski,,Vitaly,,74,215,L,16451,34001,vishnvi01,1999,2007,,,D,1980,3,18,Russia,,Kharkov,,,,,,,121
visnolu01,,,Lubomir,Visnovsky,,,,70,188,L,19673,51233,visnolu01,2000,2011,,,D,1976,8,11,Czech Republic,,Topolcany,,,,,,,135
vitaljo01,,,Joe,Vitale,,,,71,205,,,,vitaljo01,2010,2011,,,C,1985,8,20,USA,MO,St. Louis,,,,,,,54
vitolha01,,,Harijs,Vitolinsh,,Harijs,,75,212,L,11705,5591,vitolha01,1993,1993,,,C,1968,4,30,Latvia,,Riga,,,,,,,98
viveiem01,,,Emanuel,Viveiros,,Emanuel,,72,175,L,11706,5593,viveiem01,1985,1987,,,D,1966,1,8,Canada,AB,St. Albert,,,,,,,65
,viviaja01c,,Jack,Vivian,,James,,,,,,,viviaja99c,,,,,,1941,5,14,Canada,ON,Strathroy,,,,,,,66
vlasato01,,,Tomas,Vlasak,,,,70,175,R,14868,6740,vlasato01,2000,2000,,,L,1975,2,1,Czech Republic,,Prague,,,,,,,100
vlasima01,,,Marc-Edouard,Vlasic,,,Pickles,73,195,L,21654,73276,vlasima01,2006,2011,,,D,1987,3,30,Canada,QC,Montreal,,,,,,,250
vlcekvl01,,,Vladislav,Vlcek,,,,,,,,40818,vlcekvl01,,,1977,1978,D,,,,,,,,,,,,,126
vlkja01,,,Jaroslav,Vlk,,,,,,,,,vlkja01,,,1978,1978,,,,,,,,,,,,,,182
vokesed01,,,Ed,Vokes,,Edward,,69,160,L,14615,24335,vokesed01,1930,1930,,,L,1904,5,27,Canada,SK,Quill Lake,1995,10,11,,,,235
vokouto01,,,Tomas,Vokoun,,Tomas,,72,195,R,18247,18609,vokouto01,1996,2011,,,G,1976,7,2,Czech Republic,,Karlovy Vary,,,,,,,225
volcami01,,,Mickey,Volcan,,Michael Stephen,,72,190,R,14616,5596,volcami01,1980,1983,,,D,1962,3,3,Canada,AB,Edmonton,,,,,,,12
volchal01,,,Alexandre,Volchkov,,Alexandre,,74,204,L,15170,22978,volchal01,1999,1999,,,R,1977,9,25,Russia,,Moscow,,,,,,,71
volchal02,,,Alexei,Volchenkov,,,,,,,,65127,volchal02,,,1977,1978,D,1953,2,5,,,,,,,,,,6
volchal03,,,Alexsandr,Volchkov,,,,,,,,65244,volchal03,,,1977,1978,L,1952,1,11,,,,,,,,,,235
volchan01,,,Anton,Volchenkov,,,,73,226,L,19576,51270,volchan01,2002,2011,,,D,1982,2,25,Russia,,Moscow,,,,,,,218
volekda01,,,David,Volek,,David,,72,185,L,11708,5597,volekda01,1988,1993,,,L,1966,6,18,Czech Republic,,Prague,,,,,,,243
volmado01,,,Doug,Volmar,,Douglas Steven,,73,215,R,14617,5600,volmado01,1969,1972,1974,1974,R,1945,1,9,USA,OH,Cleveland,,,,,,,223
volpaaa01,,,Aaron,Volpatti,,,,72,215,,,,volpaaa01,2010,2011,,,R,1985,5,30,Canada,BC,Revelstoke,,,,,,,13
vonarre01,,,Reto,Von Arx,,,,70,190,L,19829,32700,vonarre01,2000,2000,,,L,1976,9,13,Switzerland,,Egerkingen,,,,,,,89
vonstph01,,,Phil,Von Stefenelli,,Philip,,73,200,L,11438,5601,vonstph01,1995,1996,,,D,1969,4,10,Canada,BC,Vancouver,,,,,,,133
vopatja01,,,Jan,Vopat,,Jan,,72,205,L,11711,5602,vopatja01,1995,1999,,,D,1973,3,22,Czech Republic,,Most,,,,,,,64
vopatro01,,,Roman,Vopat,,Roman,,75,223,L,10752,14078,vopatro01,1995,1998,,,C,1976,4,21,Czech Republic,,Litvinov,,,,,,,14
voracja01,,,Jakub,Voracek,,,,73,187,L,22212,93546,voracja01,2008,2011,,,R,1989,8,15,Czech Republic,,Kladno,,,,,,,38
vorobpa01,,,Pavel,Vorobiev,,,,72,195,R,19566,51194,vorobpa01,2003,2005,,,R,1982,5,5,Kazakhstan,,Karaganda,,,,,,,175
vorobvl01,,,Vladimir,Vorobiev,,Vladimir,,72,184,R,14836,22834,vorobvl01,1996,1998,,,R,1972,10,2,Russia,,Cherepovets,,,,,,,56
vorosaa01,,,Aaron,Voros,,,,75,178,L,20405,56813,vorosaa01,2007,2010,,,L,1981,7,2,Canada,BC,Vancouver,,,,,,,6
vossca01,,vossca01h,Carl,Voss,,Carl Potter,,69,168,L,B197404,5603,vossca01,1926,1937,,,C,1907,1,6,USA,MA,Chelsea,1993,9,13,,,,199
voynovi01,,,Viatcheslav,Voynov,,,,71,186,,,,voynovi01,2011,2011,,,D,1990,1,15,,,,,,,,,,258
vranape01,,,Petr,Vrana,,,,70,190,L,20946,63013,vranape01,2008,2008,,,C,1985,3,29,Czech Republic,,Sternberk,,,,,,,51
vrbatra01,,,Radim,Vrbata,,,,73,190,R,19372,43740,vrbatra01,2001,2011,,,R,1981,6,13,Czech Republic,,Mlada Boleslav,,,,,,,158
vujtevl01,,,Vladimir,Vujtek,,Vladimir,,74,200,L,11712,5605,vujtevl01,1991,2002,,,L,1972,2,17,Czech Republic,,Ostrava,,,,,,,140
vukotmi01,,,Mick,Vukota,,Mick,The Quick/Mickster,73,225,R,11714,5607,vukotmi01,1987,1997,,,R,1966,9,14,Canada,SK,Saskatoon,,,,,,,55
vyazmig01,,,Igor,Vyazmikin,,Igor,,73,194,L,14619,6915,vyazmig01,1990,1990,,,R,1966,1,8,Russia,,Moscow,2009,10,30,Russia,,Moscow,234
vyborda01,,,David,Vyborny,,,,70,189,L,17925,5608,vyborda01,2000,2007,,,R,1975,1,22,Czech Republic,,Jihlava,,,,,,,76
vyborfr01,,,Frantisek,Vyborny,,,,,,,,40832,vyborfr01,,,1977,1977,L,,,,,,,,,,,,,36
vyshese01,,,Sergei,Vyshedkevich,,Sergei,,72,195,L,11145,22706,vyshese01,1999,2000,,,D,1975,1,3,Russia,,Dedovsk,,,,,,,88
waddedo01,waddedo01c,,Don,Waddell,,Donald,,70,180,L,14620,5609,waddedo01,1980,1980,,,D,1958,8,19,USA,MI,Detroit,,,,,,,208
,,waghofr01h,Fred,Waghorne,,Fred C.,Wag/Old Wag,,,,B196103,,,,,,,,1866,,,England,,Tunbridge Wells,1956,,,,,,154
wagnest01,,,Steve,Wagner,,,,74,190,L,22454,69793,wagnest01,2007,2008,,,D,1984,3,6,USA,MN,Grand Rapids,,,,,,,8
waitefr01,,,Frank,Waite,,Frank Edward,Deacon,71,150,L,14621,21917,waitefr01,1930,1930,,,C,1905,4,9,Canada,SK,Fort Qu'Appelle,1989,7,18,,,,8
waiteji01,,,Jimmy,Waite,,James Dean,,73,180,R,18403,5610,waiteji01,1988,1998,,,G,1969,4,15,Canada,QC,Sherbrooke,,,,,,,70
wakalda01,,,Darcy,Wakaluk,,Darcy W.,,71,180,L,18404,5611,wakalda01,1988,1996,,,G,1966,3,14,Canada,AB,Pincher Creek,,,,,,,131
wakeler01,,,Ernie,Wakely,,Ernest Alfred Linton,,71,160,L,18728,5612,wakeler01,1962,1971,1972,1978,G,1940,11,27,Canada,MB,Flin Flon,,,,,,,241
walkego01,,,Gord,Walker,,Gordon,,72,175,L,14622,5614,walkego01,1986,1989,,,F,1965,8,12,Canada,BC,Castlegar,,,,,,,167
walkeho01,,,Howard,Walker,,Howard,,74,205,L,14623,5615,walkeho01,1980,1982,,,D,1958,8,5,Canada,AB,Grande Prairie,,,,,,,203
walkeja01,,walkeja01h,Jack,Walker,,John Phillip,,68,153,L,P196003,25177,walkeja01,1926,1927,,,C,1888,11,29,Canada,ON,Silver Mountain,1950,2,16,,,,168
walkeku01,,,Kurt,Walker,,Kurt Adrian,,75,200,R,14625,5618,walkeku01,1975,1977,,,R,1954,6,10,USA,MA,Weymouth,,,,,,,220
walkema01,,,Matt,Walker,,,,75,229,R,16932,31126,walkema01,2002,2011,,,D,1980,4,7,Canada,AB,Beaverlodge,,,,,,,130
walkeru01,,,Russ,Walker,,Russell,,74,185,R,14626,7863,walkeru01,1976,1977,1973,1975,R,1953,5,24,Canada,AB,Red Deer,,,,,,,187
walkesc01,,,Scott,Walker,,Scott,,70,196,R,15018,5619,walkesc01,1994,2009,,,R,1973,7,19,Canada,QC,Montreal,,,,,,,48
wallati01,,,Tim,Wallace,,,,73,207,R,22452,67782,wallati01,2008,2011,,,R,1984,8,6,USA,AK,Anchorage,,,,,,,43
wallbo01,,,Bob,Wall,,Robert James Albert,,70,171,L,14627,5621,wallbo01,1964,1971,1972,1975,D,1942,12,1,Canada,ON,Richmond Hill,,,,,,,169
wallije01,,,Jesse,Wallin,,Jesse,,74,190,L,15172,20211,wallije01,1999,2002,,,D,1978,3,10,Canada,SK,Saskatoon,,,,,,,53
wallini01,,,Niclas,Wallin,,,,75,220,L,19652,37512,wallini01,2000,2010,,,D,1975,2,20,Sweden,,Boden,,,,,,,116
wallipe01,,,Peter,Wallin,,Peter,,69,170,R,14628,6600,wallipe01,1980,1981,,,R,1957,4,30,Sweden,,Stockholm,,,,,,,107
walliri01,,,Rickard,Wallin,,,,74,185,L,16594,47282,walliri01,2002,2009,,,C,1980,4,19,Sweden,,Stockholm,,,,,,,67
wallmi01,,,Michael,Wall,,,,74,209,L,21905,62546,wallmi01,2006,2006,,,G,1985,7,25,Canada,BC,Telkwa,,,,,,,211
walsede01,,,Derrick,Walser,,,,70,190,L,19447,26808,walsede01,2001,2006,,,D,1978,5,12,Canada,NS,New Glasgow,,,,,,,136
walshbr01,,,Brian,Walsh,,Brian Gerard,,68,170,R,,8368,walshbr01,,,1976,1976,C,1954,11,6,USA,MA,Cambridge,,,,,,,197
walshed01,,,Ed,Walsh,,Edward L.,,70,180,R,,6639,walshed01,,,1978,1978,G,1951,8,18,USA,MA,Somerville,,,,,,,17
walshfl01,,,Flat,Walsh,,James Patrick,,71,180,L,18729,18892,walshfl01,1926,1932,,,G,1897,3,23,Canada,ON,Kingston,1959,12,2,,,,213
walshji01,,,Jim,Walsh,,James,,73,185,R,14629,6577,walshji01,1981,1981,,,D,1956,10,26,USA,VA,Norfolk,,,,,,,129
walshma01,,walshma01h,Marty,Walsh,,Martin,,,,L,P196223,,walshma01,,,,,C,1883,,,Canada,ON,Kingston,1915,,,,,,74
walshmi01,,,Mike,Walsh,,Michael,,74,195,R,14630,5624,walshmi01,1987,1988,,,L,1962,4,3,USA,NY,New York,,,,,,,153
waltebe01,,,Ben,Walter,,Ben James,,73,195,L,21418,72074,waltebe01,2005,2009,,,C,1984,5,11,Canada,QC,Beaconsfield,,,,,,,203
walteda01,,,Dave,Walter,,David George,,72,180,L,,8209,walteda01,,,1973,1975,C,1952,5,6,Canada,ON,Niagara Falls,,,,,,,131
waltero01,,,Ron,Walters,,Ronald Wayne,,72,175,R,,5629,waltero01,,,1972,1974,C,1948,3,9,Canada,AB,Castor,,,,,,,149
waltery01,,,Ryan,Walter,,Ryan William,,72,200,L,11716,5627,waltery01,1978,1992,,,C,1958,4,23,Canada,BC,New Westminster,,,,,,,43
waltobo01,,,Bobby,Walton,,Robert Charles (Sr.),Shaky,69,165,R,14631,14163,waltobo01,1943,1943,,,R,1912,8,5,Canada,ON,Ottawa,1992,9,3,,,,226
waltomi01,,,Mike,Walton,,Michael Robert,Shaky,70,175,L,14632,5631,waltomi01,1965,1978,1973,1975,C,1945,1,3,Canada,ON,Kirkland Lake,,,,,,,208
waltoro01,,,Rob,Walton,,Robert Charles (Jr.),,69,165,L,,8748,waltoro01,,,1973,1975,C,1949,9,3,Canada,ON,Toronto,,,,,,,92
walzwe01,,,Wes,Walz,,Wesley,,70,189,R,11718,5632,walzwe01,1989,2007,,,C,1970,5,15,Canada,AB,Calgary,,,,,,,254
wamslri01,,,Rick,Wamsley,,Richard James,,71,185,L,18405,5633,wamslri01,1980,1992,,,G,1959,5,25,Canada,ON,Simcoe,,,,,,,248
wandeto01,,,Tom,Wandell,,,,73,183,L,21763,87880,wandeto01,2008,2011,,,C,1987,1,29,Sweden,,Sodertalje,,,,,,,51
wanviky01,,,Kyle,Wanvig,,,,74,210,R,19192,31053,wanviky01,2002,2007,,,R,1981,1,29,Canada,AB,Calgary,,,,,,,13
wappego01,,,Gord,Wappel,,Gordon Alexander,,74,205,L,14633,7518,wappego01,1979,1981,,,D,1958,7,26,Canada,SK,Regina,,,,,,,94
wardaa01,,,Aaron,Ward,,Aaron Christian,,74,209,R,11719,5635,wardaa01,1993,2009,,,D,1973,1,17,Canada,ON,Windsor,,,,,,,114
